  Residual norms for solver_ solve.
  0 KSP Residual norm 8.121055364662e-01 
  1 KSP Residual norm 3.790929941446e-04 
  2 KSP Residual norm 2.211742374882e-04 
  3 KSP Residual norm 1.243834322270e-04 
  4 KSP Residual norm 1.208211536474e-04 
  5 KSP Residual norm 4.847573747802e-05 
  6 KSP Residual norm 2.092052598563e-05 
  7 KSP Residual norm 2.088539937588e-05 
  8 KSP Residual norm 1.108562524713e-05 
  9 KSP Residual norm 6.011831453117e-06 
 10 KSP Residual norm 6.011384502978e-06 
 11 KSP Residual norm 3.318934734545e-06 
 12 KSP Residual norm 1.905167757606e-06 
 13 KSP Residual norm 1.724110868502e-06 
 14 KSP Residual norm 1.129654382299e-06 
 15 KSP Residual norm 6.467727975442e-07 
 16 KSP Residual norm 3.358250175991e-07 
 17 KSP Residual norm 3.345196382505e-07 
 18 KSP Residual norm 1.807471053332e-07 
 19 KSP Residual norm 9.195204959608e-08 
 20 KSP Residual norm 9.193507019975e-08 
 21 KSP Residual norm 4.794590335805e-08 
 22 KSP Residual norm 2.825651750846e-08 
 23 KSP Residual norm 2.568321406770e-08 
 24 KSP Residual norm 1.744959264543e-08 
 25 KSP Residual norm 1.117839081927e-08 
 26 KSP Residual norm 7.017060822147e-09 
 27 KSP Residual norm 6.999895518579e-09 
 28 KSP Residual norm 4.115235690941e-09 
 29 KSP Residual norm 2.418874716618e-09 
 30 KSP Residual norm 2.418659324706e-09 
 31 KSP Residual norm 1.523095821344e-09 
 32 KSP Residual norm 8.294897560009e-10 
 33 KSP Residual norm 7.767116204901e-10 
 34 KSP Residual norm 4.024137999896e-10 
 35 KSP Residual norm 2.084498104307e-10 
 36 KSP Residual norm 1.137369610003e-10 
