% size 9 9
% Non Zeros 41
1 9 1.04166666666667e-02
1 6 1.04166666666667e-02
1 1 4.16666666666667e-02
1 5 2.08333333333333e-02
2 2 2.08333333333333e-02
2 6 1.04166666666667e-02
2 7 1.04166666666667e-02
3 3 2.08333333333333e-02
3 8 1.04166666666667e-02
3 9 1.04166666666667e-02
4 8 1.04166666666667e-02
4 7 1.04166666666667e-02
4 5 2.08333333333333e-02
4 4 4.16666666666667e-02
5 8 2.08333333333333e-02
5 9 2.08333333333333e-02
5 1 2.08333333333333e-02
5 6 2.08333333333333e-02
5 7 2.08333333333333e-02
5 5 1.25000000000000e-01
5 4 2.08333333333333e-02
6 2 1.04166666666667e-02
6 1 1.04166666666667e-02
6 5 2.08333333333333e-02
6 7 2.08333333333333e-02
6 6 6.25000000000000e-02
7 2 1.04166666666667e-02
7 6 2.08333333333333e-02
7 7 6.25000000000000e-02
7 5 2.08333333333333e-02
7 4 1.04166666666667e-02
8 3 1.04166666666667e-02
8 4 1.04166666666667e-02
8 5 2.08333333333333e-02
8 9 2.08333333333333e-02
8 8 6.25000000000000e-02
9 3 1.04166666666667e-02
9 8 2.08333333333333e-02
9 9 6.25000000000000e-02
9 5 2.08333333333333e-02
9 1 1.04166666666667e-02
